Position,Const,Created,Modified,Description,Name,Known For,Birth Date
611,nm0000626,2016-11-07,2016-11-07,,John Sayles,Lone Star,1950-09-28
612,nm1139726,2016-11-07,2016-11-07,,Neil Burger,Divergent,
613,nm0000149,2016-11-07,2016-11-07,,Jodie Foster,The Silence of the Lambs,1962-11-19
614,nm0002207,2016-11-07,2016-11-07,,Richard Franklin,Hotel Sorrento,1948-07-15
615,nm0403541,2016-11-07,2016-11-07,,Nick Hurran,Girls' Night,
616,nm0206760,2016-11-07,2016-11-07,,Jonathan Dayton,Little Miss Sunshine,1957-07-07
617,nm0267512,2016-11-07,2016-11-07,,Valerie Faris,Little Miss Sunshine,1958-10-20
618,nm0005540,2016-11-07,2016-11-07,,Keenen Ivory Wayans,In Living Color,1958-06-08
619,nm0444870,2016-11-07,2016-11-07,,Jon Keeyes,The Survivalist,1969-04-05
620,nm0000114,2016-11-07,2016-11-07,,Steve Buscemi,Fargo,1957-12-13
621,nm0142587,2016-11-07,2016-11-07,,Steve Carver,Lone Wolf McQuade,1945-04-05
622,nm0426059,2016-11-07,2016-11-07,,Rian Johnson,Knives Out,1973-12-17
623,nm0000850,2016-11-07,2016-11-07,,Clive Barker,Hellraiser,1952-10-05
624,nm0362566,2016-11-07,2016-11-07,,Catherine Hardwicke,Twilight,1955-10-21
625,nm0004306,2016-11-07,2016-11-07,,George Miller,Mad Max: Fury Road,1945-03-03
626,nm0350455,2016-11-07,2016-11-07,,Stephen Gyllenhaal,CBS Afternoon Playhouse,1949-10-04
627,nm0001068,2016-11-07,2016-11-07,,Sofia Coppola,The Godfather: Part III,1971-05-14
628,nm0004838,2016-11-07,2016-11-07,,Martha Coolidge,Valley Girl,1946-08-17
629,nm0557751,2016-11-07,2016-11-07,,Peter Masterson,The Exorcist,1934-06-01
630,nm0331516,2016-11-07,2016-11-07,,Ryan Gosling,Blue Valentine,1980-11-12
631,nm0139111,2016-11-07,2016-11-07,,Glenn Gordon Caron,Moonlighting,
632,nm0131969,2016-11-07,2016-11-07,,Brandon Camp,Benji,
633,nm0258531,2016-11-07,2016-11-07,,Rob Epstein,The Celluloid Closet,1955-04-06
634,nm0295243,2016-11-07,2016-11-07,,Jeffrey Friedman,Linda Ronstadt: The Sound of My Voice,1951-08-24
635,nm0341722,2016-11-07,2016-11-07,,Megan Griffiths,Lucky Them,1975-04-22
636,nm0001352,2016-11-07,2016-11-07,,Terence Hill,Lo chiamavano Trinità...,1939-03-29
637,nm0451884,2016-11-07,2016-11-07,,Callie Khouri,Thelma & Louise,1957-11-27
638,nm0917992,2016-11-07,2016-11-07,,Paul Weiland,Leonard Part 6,1953-07-11
639,nm3918746,2016-11-07,2016-11-07,,Henry Hobson,Maggie,
640,nm0911061,2016-11-07,2016-11-07,,Wayne Wang,Smoke,1949-01-12
641,nm1630273,2016-11-07,2016-11-07,,Phyllida Lloyd,Mamma Mia!,1957-06-17
642,nm0946750,2016-11-07,2016-11-07,,Gary Yates,Seven Times Lucky,
643,nm0000876,2016-11-07,2016-11-07,,Noah Baumbach,Marriage Story,1969-09-03
644,nm0514546,2016-11-07,2016-11-07,,Dwight H. Little,Tekken,1956-01-13
645,nm0001129,2016-11-07,2016-11-07,,Jonathan Demme,The Silence of the Lambs,1944-02-22
646,nm0418986,2016-11-07,2016-11-07,,Charles Jarrott,The Secret Life of Algernon,1927-06-16
647,nm0945026,2016-11-07,2016-11-07,,Boaz Yakin,Fresh,
648,nm1032759,2016-11-07,2016-11-07,,Barry Skolnick,Mean Machine,1966-10-08
649,nm0005367,2016-11-07,2016-11-07,,Brian Robbins,Norbit,1963-11-22
650,nm0005366,2016-11-07,2016-11-07,,Jay Roach,Trumbo,1957-06-14
651,nm1084723,2016-11-07,2016-11-07,,Chris Fisher,Person of Interest,
652,nm0000389,2016-11-07,2016-11-07,,Emilio Estevez,The Way,1962-05-12
653,nm0005703,2016-11-07,2016-11-07,,Don E. FauntLeRoy,Jeepers Creepers,1953-05-05
654,nm0623768,2016-11-07,2016-11-07,,Ronald Neame,Golden Salamander,1911-04-23
655,nm0303032,2016-11-07,2016-11-07,,George Gallo,Bad Boys,
656,nm0132120,2016-11-07,2016-11-07,,Stephen S. Campanelli,Million Dollar Baby,
657,nm0747849,2016-11-07,2016-11-07,,Joseph Ruben,Dreamscape,1950-05-10
658,nm0420941,2016-11-07,2016-11-07,,Patty Jenkins,Wonder Woman,1971-07-24
659,nm0893659,2016-11-07,2016-11-07,,Gore Verbinski,Rango,1964-03-16
660,nm0070436,2016-11-07,2016-11-07,,Steve Bendelack,Mr. Bean's Holiday,
661,nm0262595,2016-11-07,2016-11-07,,Bruce A. Evans,Stand by Me,1946-09-19
662,nm0650561,2016-11-07,2016-11-07,,James Orr,Mr. Destiny,
663,nm0005033,2016-11-07,2016-11-07,,Sammo Kam-Bo Hung,Yip Man,1952-01-07
664,nm0004591,2016-11-07,2016-11-07,,John Fasano,Darkness Falls,1961-08-24
665,nm0389591,2016-11-07,2016-11-07,,P.J. Hogan,Muriel's Wedding,1962-11-30
666,nm0492909,2016-11-07,2016-11-07,,Marc Lawrence,Miss Congeniality,1959-10-22
667,nm0325204,2016-11-07,2016-11-07,,Gary David Goldberg,Family Ties,1944-06-25
668,nm0939182,2016-11-07,2016-11-07,,Kar-Wai Wong,Yi dai zong shi,1956-07-17
669,nm0001878,2016-11-07,2016-11-07,,David Zucker,Airplane!,1947-10-16
670,nm0528718,2016-11-07,2016-11-07,,Jonathan Lynn,Clue,1943-04-03
671,nm0748022,2016-11-07,2016-11-07,,Bruce Joel Rubin,Ghost,1943-03-10
672,nm0193508,2016-11-07,2016-11-07,,Simon Curtis,My Week with Marilyn,1960-03-11
673,nm0381478,2016-11-07,2016-11-07,,Jared Hess,Napoleon Dynamite,1979-07-18
674,nm0005139,2016-11-07,2016-11-07,,Mike Leigh,Secrets & Lies,1943-02-20
675,nm0428600,2016-11-07,2016-11-07,,Kirk Jones,Waking Ned,1964-10-31
676,nm0138620,2016-11-07,2016-11-07,,Joe Carnahan,Smokin' Aces,1969-05-09
677,nm0853546,2016-11-07,2016-11-07,,Lewis Teague,Cujo,1938-03-08
678,nm0429964,2016-11-07,2016-11-07,,Gregor Jordan,Two Hands,
679,nm0381699,2016-11-07,2016-11-07,,Fraser C. Heston,The Ten Commandments,1955-02-12
680,nm0905592,2016-11-07,2016-11-07,,Jeff Wadlow,Truth or Dare,1976-03-02
681,nm0355991,2016-11-07,2016-11-07,,Peter Hall,Screen One,1930-11-22
682,nm0255411,2016-11-07,2016-11-07,,Jonas Elmer,Let's Get Lost,1966-03-14
683,nm0319659,2016-11-07,2016-11-07,,Dan Gilroy,Nightcrawler,1959-06-24
684,nm0097079,2016-11-07,2016-11-07,,Ole Bornedal,Nattevagten,1959-05-26
685,nm0135141,2016-11-07,2016-11-07,,Frank A. Cappello,He Was a Quiet Man,
686,nm0001590,2016-11-07,2016-11-07,,Chazz Palminteri,The Usual Suspects,1952-05-15
687,nm0264236,2016-11-07,2016-11-07,,Richard Eyre,Notes on a Scandal,1943-03-28
688,nm0040575,2016-11-07,2016-11-07,,David Atkins,Arizona Dream,
689,nm0504642,2016-11-07,2016-11-07,,Louis Leterrier,The Incredible Hulk,1973-06-17
690,nm2676052,2016-11-07,2016-11-07,,Joseph Kosinski,Top Gun: Maverick,1974-05-03
691,nm0618779,2016-11-07,2016-11-07,,Ruba Nadda,Cairo Time,1972-12-06
692,nm0000641,2016-11-07,2016-11-07,,Gary Sinise,Forrest Gump,1955-03-17
693,nm0699933,2016-11-07,2016-11-07,,Luis Puenzo,La historia oficial,1946-02-19
694,nm0680846,2016-11-07,2016-11-07,,Todd Phillips,Joker,1970-12-20
695,nm0217433,2016-11-07,2016-11-07,,Gaby Dellal,3 Generations,
696,nm0000219,2016-11-07,2016-11-07,,Steven Seagal,On Deadly Ground,1952-04-10
697,nm0001466,2016-11-07,2016-11-07,,Sergio Leone,Once Upon a Time in America,1929-01-03
698,nm0276349,2016-11-07,2016-11-07,,Shane Meadows,This Is England,1972-12-26
699,nm0738796,2016-11-07,2016-11-07,,Mark Romanek,One Hour Photo,1959-09-18
700,nm0958969,2016-11-07,2016-11-07,,Harald Zwart,Den 12. mann,1965-07-01
701,nm1425385,2016-11-07,2016-11-07,,Jim Loach,Save Me,1969-06-06
702,nm0642823,2016-11-07,2016-11-07,,Thaddeus O'Sullivan,December Bride,
703,nm0188165,2016-11-07,2016-11-07,,Michael Cristofer,Original Sin,1945-01-22
704,nm0643422,2016-11-07,2016-11-07,,Michael Oblowitz,"This World, Then the Fireworks",
705,nm0891554,2016-11-07,2016-11-07,,Francis Veber,Le dîner de cons,1937-07-28
706,nm0522393,2016-11-07,2016-11-07,,Nick Love,The Football Factory,1969-12-24
707,nm0324875,2016-11-07,2016-11-07,,Menahem Golan,The Apple,1929-05-31
708,nm0609549,2016-11-07,2016-11-07,,Greg Mottola,Adventureland,1964-07-11
709,nm0019341,2016-11-07,2016-11-07,,Daniel Algrant,Naked in New York,1959-09-25
710,nm0822101,2016-11-07,2016-11-07,,Glenn Standring,6 Days,
711,nm0004152,2016-11-07,2016-11-07,,Roel Reiné,Washington,
712,nm0610831,2016-11-07,2016-11-07,,Gabriele Muccino,The Pursuit of Happyness,1967-05-20
713,nm0000265,2016-11-07,2016-11-07,,Robert Altman,Gosford Park,1925-02-20
714,nm0163706,2016-11-07,2016-11-07,,Bob Clark,A Christmas Story,1939-08-05
715,nm0001162,2016-11-07,2016-11-07,,Griffin Dunne,After Hours,1955-06-08
716,nm0946327,2016-11-07,2016-11-07,,Mennan Yapo,Lautlos,
717,nm0640334,2016-11-07,2016-11-07,,Gavin O'Connor,The Accountant,1963-12-24
718,nm0950226,2016-11-07,2016-11-07,,Ben Younger,Boiler Room,1972-10-07
719,nm0898288,2016-11-07,2016-11-07,,Denis Villeneuve,Blade Runner 2049,1967-10-03
720,nm0481418,2016-11-07,2016-11-07,,Richard LaGravenese,Freedom Writers,1959-10-30
721,nm0593463,2016-11-07,2016-11-07,,John Cameron Mitchell,Hedwig and the Angry Inch,1963-04-21
722,nm0866132,2016-11-07,2016-11-07,,Michael Tollin,Radio,1955-10-06
723,nm0388817,2016-11-07,2016-11-07,,Antony Hoffman,Red Planet,
724,nm0533564,2016-11-07,2016-11-07,,Gillies MacKinnon,Small Faces,1948-01-08
725,nm0082802,2016-11-07,2016-11-07,,Mike Binder,Creating 'The Upside of Anger',
726,nm0001239,2016-11-07,2016-11-07,,John Frankenheimer,The Manchurian Candidate,1930-02-19
727,nm0794791,2016-11-07,2016-11-07,,Jack Sholder,The Hidden,1945-06-08
728,nm0936838,2016-11-07,2016-11-07,,Alexander Witt,The Bourne Identity,
729,nm1216004,2016-11-07,2016-11-07,,Andrew Bujalski,Computer Chess,1977-04-29
730,nm0001372,2016-11-07,2016-11-07,,Bonnie Hunt,Jumanji,1961-09-22
731,nm0005614,2016-11-07,2016-11-07,,Stuart Urban,The Secret,1958-09-11
732,nm0000041,2016-11-07,2016-11-07,,Akira Kurosawa,Kakushi-toride no san-akunin,1910-03-23
733,nm0002030,2016-11-07,2016-11-07,,George Cukor,My Fair Lady,1899-07-07
734,nm0000166,2016-11-07,2016-11-07,,Helen Hunt,As Good as It Gets,1963-06-15
735,nm0146960,2016-11-07,2016-11-07,,Liliana Cavani,Dove siete? Io sono qui,1933-01-12
736,nm1012501,2016-11-07,2016-11-07,,Rupert Wyatt,Rise of the Planet of the Apes,1972-10-26
737,nm0208343,2016-11-07,2016-11-07,,Raymond De Felitta,Two Family House,1964-06-30
738,nm0004305,2016-11-07,2016-11-07,,George Miller,The Man from Snowy River,1943-11-28
739,nm0655683,2016-11-07,2016-11-07,,José Padilha,Tropa de Elite,1967-08-01
740,nm1500577,2016-11-07,2016-11-07,,Jake Schreier,Robot & Frank,
741,nm0906476,2016-11-07,2016-11-07,,David Wain,Wet Hot American Summer,1969-08-01
742,nm0575389,2016-11-07,2016-11-07,,Peter Medak,The Changeling,1937-12-23
743,nm0390103,2016-11-07,2016-11-07,,Rod Holcomb,ER,
744,nm0000513,2016-11-07,2016-11-07,,William H. Macy,Fargo,1950-03-13
745,nm0001710,2016-11-07,2016-11-07,,David Schwimmer,Friends,1966-11-02
746,nm0464846,2016-11-07,2016-11-07,,Andrey Konchalovskiy,Belye nochi pochtalyona Alekseya Tryapitsyna,1937-08-20
747,nm1026778,2016-11-07,2016-11-07,,Brad Furman,The Lincoln Lawyer,
748,nm0005572,2016-11-07,2016-11-07,,Lili Fini Zanuck,Driving Miss Daisy,1954-04-02
749,nm0872062,2016-11-07,2016-11-07,,Brian Trenchard-Smith,Deathcheaters,1946-06-01
750,nm0252135,2016-11-07,2016-11-07,,Breck Eisner,The Crazies,1970-12-24
751,nm0189610,2016-11-07,2016-11-07,,Christopher Crowe,The Last of the Mohicans,1948-08-01
752,nm0679031,2016-11-07,2016-11-07,,Brad Peyton,Daybreak,1978-05-27
753,nm0770234,2016-11-07,2016-11-07,,Jerry Schatzberg,Scarecrow,1927-06-26
754,nm0002657,2016-11-07,2016-11-07,,Gary Ross,The Hunger Games,1956-11-03
755,nm0564827,2016-11-07,2016-11-07,,Tim McCanlies,The Iron Giant,
756,nm0002137,2016-11-07,2016-11-07,,Arthur Hiller,Love Story,1923-11-22
757,nm1148550,2016-11-07,2016-11-07,,Ava DuVernay,Selma,1972-08-24
758,nm0271501,2016-11-07,2016-11-07,,Julian Fellowes,Gosford Park,1949-08-17
759,nm1204568,2016-11-07,2016-11-07,,David Von Ancken,Seraphim Falls,
760,nm0081540,2016-11-07,2016-11-07,,Susanne Bier,Hævnen,1960-04-15
761,nm0923736,2016-11-07,2016-11-07,,Joss Whedon,Buffy the Vampire Slayer,1964-06-23
762,nm0000691,2016-11-07,2016-11-07,,John Waters,Pecker,1946-04-22
763,nm0440458,2016-11-07,2016-11-07,,Jake Kasdan,Walk Hard: The Dewey Cox Story,1974-10-28
764,nm0580729,2016-11-07,2016-11-07,,E. Elias Merhige,Shadow of the Vampire,
765,nm0662953,2016-11-07,2016-11-07,,Gordon Parks,The Learning Tree,1912-11-30
766,nm0000797,2016-11-07,2016-11-07,,Hal Ashby,In the Heat of the Night,1929-09-02
767,nm0275698,2016-11-07,2016-11-07,,Andy Fickman,Race to Witch Mountain,
768,nm0172877,2016-11-07,2016-11-07,,Laurie Collyer,Sherrybaby,
769,nm2123102,2016-11-07,2016-11-07,,Eran Creevy,Welcome to the Punch,
770,nm0911334,2016-11-07,2016-11-07,,Matthew Warchus,Pride,1966-10-24
771,nm0828623,2016-11-07,2016-11-07,,Michael Stevens,DGA Moments in Time,1966-11-21
772,nm0175775,2016-11-07,2016-11-07,,Kerry Conran,Sky Captain and the World of Tomorrow,1964-11-06
773,nm0308376,2016-11-07,2016-11-07,,Mick Garris,Amazing Stories,1951-12-04
774,nm0348181,2016-11-07,2016-11-07,,James Gunn,Guardians of the Galaxy,1966-08-05
775,nm3304468,2016-11-07,2016-11-07,,John Maclean,Slow West,
776,nm0263009,2016-11-07,2016-11-07,,Marc Evans,My Little Eye,
777,nm0094435,2016-11-07,2016-11-07,,Bong Joon Ho,Snowpiercer,1969-09-14
778,nm0053157,2016-11-07,2016-11-07,,Norberto Barba,Mayans M.C.,1963-09-12
779,nm1512910,2016-11-07,2016-11-07,,Duncan Jones,Moon,1971-05-30
780,nm0315041,2016-11-07,2016-11-07,,Ricky Gervais,The Office,1961-06-25
781,nm0000957,2016-11-07,2016-11-07,,Jan de Bont,Speed,1943-10-22
782,nm0565336,2016-11-07,2016-11-07,,Tom McCarthy,Win Win,1966-06-07
783,nm0728688,2016-11-07,2016-11-07,,Martin Ritt,Hud,1914-03-02
784,nm0000091,2016-11-07,2016-11-07,,Gérard Pirès,Taxi,1942-08-31
785,nm0150707,2016-11-07,2016-11-07,,Gregg Champion,Short Circuit,1956-11-20
786,nm0281945,2016-11-07,2016-11-07,,Anne Fletcher,The Proposal,1966-05-01
787,nm0322144,2016-11-07,2016-11-07,,Richard Glatzer,Still Alice,1952-01-28
788,nm0922903,2016-11-07,2016-11-07,,Wash Westmoreland,Still Alice,1966-03-04
789,nm0071611,2016-11-07,2016-11-07,,Bill Bennett,Kiss or Kill,
790,nm0192845,2016-11-07,2016-11-07,,John Curran,Chappaquiddick,1960-09-11
791,nm0001603,2016-11-07,2016-11-07,,Sam Peckinpah,The Wild Bunch,1925-02-21
792,nm0527109,2016-11-07,2016-11-07,,Rod Lurie,The Contender,1962-05-15
793,nm0001741,2016-11-07,2016-11-07,,Bryan Singer,X-Men,1965-09-17
794,nm0574625,2016-11-07,2016-11-07,,James McTeigue,V for Vendetta,
795,nm0424800,2016-11-07,2016-11-07,,Clark Johnson,S.W.A.T.,1954-09-10
796,nm0915394,2016-11-07,2016-11-07,,Keoni Waxman,Shooting Gallery,1968-06-30
797,nm0640466,2016-11-07,2016-11-07,,Pat O'Connor,The Ballroom of Romance,
798,nm0300866,2016-11-07,2016-11-07,,Stephen Gaghan,Syriana,1965-05-06
799,nm0001631,2016-11-07,2016-11-07,,Sarah Polley,Dawn of the Dead,1979-01-08
800,nm0525141,2016-11-07,2016-11-07,,John Luessenhop,Takers,
801,nm1571761,2016-11-07,2016-11-07,,Sian Heder,CODA,1977-06-23
802,nm0671957,2016-11-07,2016-11-07,,Arthur Penn,Bonnie and Clyde,1922-09-27
803,nm0213100,2016-11-07,2016-11-07,,William Dear,Harry and the Hendersons,1944-11-30
804,nm0006625,2016-11-07,2016-11-07,,Steve Barron,The Durrells,1956-05-04
805,nm0528381,2016-11-07,2016-11-07,,Liam Lynch,Tenacious D in The Pick of Destiny,1970-09-05
806,nm0001801,2016-11-07,2016-11-07,,Robert Towne,Chinatown,1934-11-23
807,nm0542642,2016-11-07,2016-11-07,,Ami Canaan Mann,Jackie & Ryan,
808,nm0000158,2016-11-07,2016-11-07,,Tom Hanks,Cast Away,1956-07-09
809,nm0359387,2016-11-07,2016-11-07,,John Lee Hancock,The Blind Side,1956-12-15
810,nm1497918,2016-11-07,2016-11-07,,Andrew Douglas,Searching for the Wrong-Eyed Jesus,
811,nm0339004,2016-11-07,2016-11-07,,Luke Greenfield,Let's Be Cops,1972-02-05
812,nm0240995,2016-11-07,2016-11-07,,Christian Duguay,Human Trafficking,
813,nm0231596,2016-11-07,2016-11-07,,Andrew Dominik,Chopper,1967-10-07
814,nm0589182,2016-11-07,2016-11-07,,Rebecca Miller,Maggie's Plan,1962-09-15
815,nm0436284,2016-11-07,2016-11-07,,Scott Kalvert,The Basketball Diaries,1964-08-15
816,nm0382584,2016-11-07,2016-11-07,,George Hickenlooper,Dogtown,1963-05-25
817,nm0939202,2016-11-07,2016-11-07,,Kirk Wong,The Big Hit,
818,nm0413875,2016-11-07,2016-11-07,,Mick Jackson,Volcano,1943-10-04
819,nm0037247,2016-11-07,2016-11-07,,Guillermo Arriaga,The Three Burials of Melquiades Estrada,1958-03-13
820,nm0001774,2016-11-07,2016-11-07,,Ben Stiller,Zoolander,1965-11-30
821,nm0006916,2016-11-07,2016-11-07,,Michael Ritchie,The Golden Child,1938-11-28
822,nm0402365,2016-11-07,2016-11-07,,Bruce Hunt,The Matrix,
823,nm0726472,2016-11-07,2016-11-07,,Adam Rifkin,Dog Years,1966-12-31
824,nm0320660,2016-11-07,2016-11-07,,François Girard,Le violon rouge,1963-01-12
825,nm0011470,2016-11-07,2016-11-07,,Andrew Adamson,Shrek 2,1966-12-01
826,nm3018890,2016-11-07,2016-11-07,,Sam Kadi,The Citizen,
827,nm0115764,2016-11-07,2016-11-07,,Pieter Jan Brugge,127 Hours,
828,nm0007045,2016-11-07,2016-11-07,,Scott Wiper,The Big Ugly,1970-07-22
829,nm0576987,2016-11-07,2016-11-07,,Fernando Meirelles,Blindness,1955-11-09
830,nm0750857,2016-11-07,2016-11-07,,Josef Rusnak,The Thirteenth Floor,1958-11-25
831,nm0000425,2016-11-07,2016-11-07,,Peter Greenaway,"The Cook, the Thief, His Wife & Her Lover",1942-04-05
832,nm0281598,2016-11-07,2016-11-07,,Andrew Fleming,The Craft,1965-12-30
833,nm0393799,2016-11-07,2016-11-07,,Tom Hooper,Cats,1972-10-05
834,nm0027572,2016-11-07,2016-11-07,,Wes Anderson,Fantastic Mr. Fox,1969-05-01
835,nm0220600,2016-11-07,2016-11-07,,Scott Derrickson,Doctor Strange,1966-07-16
836,nm0824882,2016-11-07,2016-11-07,,Burr Steers,Igby Goes Down,1965-10-08
837,nm0291205,2016-11-07,2016-11-07,,David Frankel,The Devil Wears Prada,1959-04-02
838,nm0000736,2016-11-07,2016-11-07,,Robert Aldrich,What Ever Happened to Baby Jane?,1918-08-09
839,nm0931095,2016-11-07,2016-11-07,,Tod Williams,Cell,1968-09-27
840,nm1547964,2016-11-07,2016-11-07,,Richard Ayoade,Submarine,1977-05-23
841,nm1742427,2016-11-07,2016-11-07,,Michaël R. Roskam,The Drop,1972-10-09
842,nm0201061,2016-11-07,2016-11-07,,Kieran Darcy-Smith,Wish You Were Here,1965-06-12
843,nm0151540,2016-11-07,2016-11-07,,Jay Chandrasekhar,Super Troopers,1968-04-09
844,nm2610231,2016-11-07,2016-11-07,,Zal Batmanglij,The OA,
845,nm0851930,2016-11-07,2016-11-07,,Alan Taylor,Game of Thrones,
846,nm0957197,2016-11-07,2016-11-07,,Craig Zisk,The Looming Tower,
847,nm0836715,2016-11-07,2016-11-07,,Philipp Stölzl,Nordwand,
848,nm0658837,2016-11-07,2016-11-07,,Xavier Palud,Ils,
849,nm0080120,2016-11-07,2016-11-07,,Thomas Bezucha,Big Eden,1964-03-08
850,nm0706883,2016-11-07,2016-11-07,,Steve Railsback,The Stunt Man,1945-11-16
851,nm1069989,2016-11-07,2016-11-07,,Olatunde Osunsanmi,Within,1977-10-23
852,nm0718554,2016-11-07,2016-11-07,,Karel Reisz,Saturday Night and Sunday Morning,1926-07-21
853,nm1960428,2016-11-07,2016-11-07,,Scott Walker,The Frozen Ground,1971-05-10
854,nm0146341,2016-11-07,2016-11-07,,Peter Cattaneo,The Full Monty,1964-07-01
855,nm0249291,2016-11-07,2016-11-07,,Joel Edgerton,The Gift,1974-06-23
856,nm0755261,2016-11-07,2016-11-07,,Daniel Sackheim,True Detective,
857,nm0336726,2016-11-07,2016-11-07,,John Gray,White Irish Drinkers,
858,nm0198472,2016-11-07,2016-11-07,,Lance Daly,Black '47,
859,nm0037708,2016-11-07,2016-11-07,,Miguel Arteta,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",
860,nm0001104,2016-11-07,2016-11-07,,Frank Darabont,The Green Mile,1959-01-28
861,nm0902939,2016-11-07,2016-11-07,,Daisy von Scherler Mayer,Madeline,1966-09-14
862,nm1433996,2016-11-07,2016-11-07,,Peter Cornwell,Ward 13,
863,nm0635760,2016-11-07,2016-11-07,,Aaron Norris,Ant-Man,1951-11-23
864,nm0724798,2016-11-07,2016-11-07,,Tony Richardson,Tom Jones,1928-06-05
865,nm0197636,2016-11-07,2016-11-07,,Stephen Daldry,The Reader,1960-05-02
866,nm0493369,2016-11-07,2016-11-07,,J.F. Lawton,Pretty Woman,1960-08-11
867,nm1033517,2016-11-07,2016-11-07,,Ariel Vromen,The Iceman,1973-02-14
868,nm0386570,2016-11-07,2016-11-07,,Oliver Hirschbiegel,Das Experiment,1957-12-29
869,nm0562266,2016-11-07,2016-11-07,,John Maybury,Love Is the Devil: Study for a Portrait of Francis Bacon,
870,nm0842523,2016-11-07,2016-11-07,,Robin Swicord,The Curious Case of Benjamin Button,
871,nm0097517,2016-11-07,2016-11-07,,Derrick Borte,Unhinged,1967-12-07
872,nm0814085,2016-11-07,2016-11-07,,Stephen Sommers,G.I. Joe: The Rise of Cobra,1962-03-20
873,nm0001270,2016-11-07,2016-11-07,,Brian Gibson,Play for Today,1944-09-22
874,nm0002159,2016-11-07,2016-11-07,,Alejandro Agresti,Buenos Aires Vice Versa,1961-06-02
875,nm1531934,2016-11-07,2016-11-07,,Dennis Iliadis,The Last House on the Left,
876,nm0453518,2016-11-07,2016-11-07,,Jee-woon Kim,Joheunnom nabbeunnom isanghannom,1964-05-27
877,nm0001015,2016-11-07,2016-11-07,,Robert Carlyle,The Full Monty,1961-04-14
878,nm0322515,2016-11-07,2016-11-07,,John Glen,Licence to Kill,1932-05-15
879,nm0487166,2016-11-07,2016-11-07,,Yorgos Lanthimos,The Lobster,1973-05-27
880,nm0887452,2016-11-07,2016-11-07,,Erik Van Looy,De zaak Alzheimer,1962-04-26
881,nm0000412,2016-11-07,2016-11-07,,Andy Garcia,Ocean's Eleven,1956-04-12
882,nm0151066,2016-11-07,2016-11-07,,Peter Ho-Sun Chan,Tau ming chong,1962-11-28
883,nm0405336,2016-11-07,2016-11-07,,Nicholas Hytner,The Madness of King George,1956-05-07
884,nm0611932,2016-11-07,2016-11-07,,Peter Mullan,The Magdalene Sisters,1959-11-02
885,nm0908824,2016-11-07,2016-11-07,,Randall Wallace,We Were Soldiers,1949-07-28
886,nm0423623,2016-11-07,2016-11-07,,Mark Joffe,Working Class Boy,
887,nm0357891,2016-11-07,2016-11-07,,Guy Hamilton,Live and Let Die,1922-09-16
888,nm0715916,2016-11-07,2016-11-07,,Jerry Rees,The Brave Little Toaster,1956-11-15
889,nm0791672,2016-11-07,2016-11-07,,Richard Shepard,The Matador,
890,nm0381416,2016-11-07,2016-11-07,,Grant Heslov,Argo,1963-05-15
891,nm0457565,2016-11-07,2016-11-07,,Ryûhei Kitamura,The Midnight Meat Train,1969-05-30
892,nm0000694,2016-11-07,2016-11-07,,Wim Wenders,Der Himmel über Berlin,1945-08-14
893,nm0000659,2016-11-07,2016-11-07,,Barbra Streisand,Funny Girl,1942-04-24
894,nm0054504,2016-11-07,2016-11-07,,Kasper Barfoed,Sommeren '92,1972-03-07
895,nm1130275,2016-11-07,2016-11-07,,Nicholas McCarthy,The Pact,
896,nm0000774,2016-11-07,2016-11-07,,Michelangelo Antonioni,Blowup,1912-09-29
897,nm0004689,2016-11-07,2016-11-07,,Frédéric Forestier,Astérix aux jeux olympiques,
898,nm2357819,2016-11-07,2016-11-07,,Brian A. Miller,Vice,
899,nm0638913,2016-11-07,2016-11-07,,Ron Nyswaner,Philadelphia,1956-10-05
900,nm0378144,2016-11-07,2016-11-07,,Jonathan Hensleigh,Armageddon,1959-02-13
901,nm0218621,2016-11-07,2016-11-07,,James DeMonaco,The Purge: Anarchy,
902,nm0000241,2016-11-07,2016-11-07,,Jean-Claude Van Damme,Double Impact,1960-10-18
903,nm0294505,2016-11-07,2016-11-07,,Bart Freundlich,The Myth of Fingerprints,1970-01-17
904,nm0000812,2016-11-07,2016-11-07,,Roger Avary,Lucky Day,1965-08-23
905,nm0797455,2016-11-07,2016-11-07,,Floria Sigismondi,The Runaways,
906,nm0001274,2016-11-07,2016-11-07,,Paul Michael Glaser,Starsky and Hutch,1943-03-25
907,nm0192289,2016-11-07,2016-11-07,,David L. Cunningham,To End All Wars,1971-02-24
908,nm0282708,2016-11-07,2016-11-07,,Isaac Florentine,Undisputed II: Last Man Standing,
909,nm0330360,2016-11-07,2016-11-07,,Keith Gordon,A Midnight Clear,1961-02-03
910,nm0370510,2016-11-07,2016-11-07,,John Hay,Lost Christmas,
911,nm1197971,2016-11-07,2016-11-07,,Marcus Nispel,The Texas Chainsaw Massacre,1963-05-26
912,nm0920425,2016-11-07,2016-11-07,,Simon Wells,The Time Machine,
913,nm0003697,2016-11-07,2016-11-07,,Florian Henckel von Donnersmarck,Das Leben der Anderen,1973-05-02
914,nm0597673,2016-11-07,2016-11-07,,Karen Moncrieff,13 Reasons Why,1963-12-20
915,nm0006860,2016-11-07,2016-11-07,,Damian Lee,A Fighting Man,
